"Date","Country","Rating","Title","Review","Page"
"October 15, 2018","the United States","3","Clock adaptive (auto) brightness won't adjust","I have an Echo Dot 2nd generation.I ordered this because of the new clock feature and better sound (and since it was on sale).I just returned it for a refund.The sound quality was much improved -- richer and more bass.The earlier Dot sounded tinny or shrill.This latest one was much more pleasing.This isn't to criticize the earlier Dot (since it wasn't designed as a great speaker), but to compliment this latest version.The clock feature is a great new feature.However, when the brightness is set to Auto (or maybe that's called Adaptive), I couldn't adjust the level of this setting.I spent over an hour in an online chat w/ Amazon to resolve this.We did a hardware update, both Android and iOS Alexa application updates.This setting still wouldn't change through either of the apps or by saying ""Alexa, set brightness to 1; set brightness to 10"").The Dot would briefly show ""1"""" or ""10"" after sliding the brightness control in the apps or by requesting by voice, but there wasn't any difference in the brightness.I was able to change the brightness when Auto (Adaptive?) was switched off.So, it could be set to say level ""2"" or whatever, but then it wouldn't adjust based on the room light.I'd like the brightness to automatically dim in a dark room such as at night; and be brighter during sunlight.And, it seemed to do so, it's just that it was way too dim for me in all these cases.I'd like to bump it up, but couldn't despite that seeming to be a feature.Either Amazon should clarify that this can't be done or fix it.If it wasn't for this apparent flaw, I'd give a 5 star rating.If anyone has this feature working -- suggesting I just had a bad device -- replies would help others.As for myself, I went back to my 2nd generation Dot and will wait till this is clearly fixed or is a non-issue.My Dot works fine, so I'm in no rush.",8
"October 15, 2018","the United States","4","Wonderful device for $25 but has some annoyances","Overall I enjoy using the echo dot as a temporary toy. We've spent hours goofing around with it, listening to music, asking it silly questions, setting reminders etc. There are some glaring items of improvement for me though.1. STOP PLAYING LIVE MUSIC. If I want live music I would deliberately request it. On 25% of the songs I've wanted to play, Alexa starts playing a live version or a cover version of a song, and with the live versions I can't find a way to tell her to play the studio version of the songs. I almost never want to hear live music from a stream so please change that. I've had to tell Alexa STOP way too many times because she starts playing a live version of a song and I just don't want to hear it.2. This device needs a power off button. Not a mute button, not a ""don't disturb"" function, an actual turn off button. When I don't want to use Alexa, I don't want it on and it's a pain plugging and unplugging it over and over again. If I mute the device, then this glowing red ring lights up and burns electricity. To those people who don't care about your privacy and trust Amazon completely, I don't need to hear about just leaving it on and unmuted because Alexa won't ""activate"" unless you use the wake up word, I don't care. I want the device off and without power. I know the development teams have gone through the rounds and have chosen to not include one. I'm asking them to reconsider.3. The sales pitches. If we're prime members, can we get a function to turn off ""ads""? Every time I request a song, Alexa needs to tell me it's playing from Amazon music. This is unnecessary and annoying. Also because I don't have Amazon music, every time I play a song that's not part of the included 2 million song catalog, Alexa goes into the same spiel about how I can sign up for Amazon music and the free trial. I got it the first 30 times Alexa, the answer is still no, stop repeating it.It's a cute toy to play around with, but this device clearly presents itself as a way for Amazon to constantly pitch its products and services to you, and they've made it to where turning it off is a chore. I'm sure more functionality and features are on the way, hopefully Amazon decides to consider some of my above proposals. A lot more people would jump on board and use the devices more often if they did.",8
"October 15, 2018","the United States","5","*Echo Dot - Gen 3* is AWESOME & WORTH EVERY PENNY! MUCH BETTER than 2nd Gen Dot! UPDATED REVIEW!","I initially gave this only 1 Star due to it's appearance and ""look."" But every other aspect of the ""Echo Dot 3rd Gen Alexa Device"" I'm reviewing and commenting on right now I would give 4/5 or 5/5 Stars normally.Before I spoke with an Amazon rep during their phone call to me just minutes ago, I did not due to the quality of the ""look"" of said received item (Echo Dot).Even though it didn't ""look"" right, it worked perfectly.Now, I have been contacted by Amazon.com via phone # on file (which is even MORE AWESOME because they reached out to me the quickest and in the kindest way possible)!!! So, very quickly after my review, Amazon without hesitation showing their grace and professionalism they offered to make things right.Therefore, I am now giving this Echo Dot #rd Gen Alexa Device 5/5 Stars all around and an A+ for all those youngsters out there! :pThis Echo Dot works GREAT and responds from far away too!It hears/responds from great distances (more than I expected) and I LOVE how I just learned about Alexa's ""Routines"" and how to make Custom ""Routines"" as well as adding new, unique and impressive ""Skills"" which are EPIC!Thank you so much ""TAMI"" (aka the Amazon rep who called ME and took HER time to call ME) for all your help. It's because of you, Tami, and your professionalism towards the Amazon Item & Issue(s) -AND- your kindness, acceptance and non-judgmental positive and uplifting attitude towards my very unique physical and mental status that allows ME to make the time to redo a Review like this one and praise the people who SHOULD be praised!I hope Tami stays with Amazon a long time and hopefully, seeks more responsibility and they move Tami up in the business. Amazon needs strong women like her in higher positions of power to do right by Amazon's customers.I'm 99% more loyal today to Amazon as a business, as a whole, than I was this very morning, TBH! Also, thanks directly to Amazon as well for ""making it right"" with the problem with my Amazon Original Product!TY ALL AGAIN!!! :DLook forward to more business together!!! I just bought a CyberPowerPC Gaming Desktop PC and an Asurion 3 year warranty today or late last night or so and now I'm just waiting on that to get delivered and for payment to go thru! ;-) I LOVE AMAZON AND THEIR PRIME DEALS!!! TY!",8
"October 15, 2018","the United States","5","Nice clock","It's a dot with a clock.What more do you need to know?Works well and is nifty on my night stand.Love you Alexa!",8
"October 15, 2018","the United States","2","It was great, at first > SPEAKER GROUPS DON'T WORK, NEITHER DOES SIRIUSXM","I've been wanting whole-home surround sound for years now and researched so many different wired systems and was super excited when these devices came out, it seemed to be the answer to my audio problem.I quickly purchased 2 Echo Dot (3rd gen), 2 Echo Inputs, and 2 Plugs...hooked them up, created my speaker group and it worked great for like the first month or so.I synced my SiriusXM acct and was stoked to finally listen to my Xmas music throughout my house, upstairs, downstairs and basement.Then the issues started...one device would play, the others wouldn't...then they would all play together and then stop.I connected, reconnected did all the troubleshooting things you're supposed to do.I googled for answers and found the same syncing issues with using SiriusXM, but I had issues with Amazon music too!These are THE MOST FRUSTRATING DEVICES ever!!If they worked liked they're supposed to, it would be awesome, but alas...they don't!Sometimes they play together, but most times the don't.I can play one device at a time, but if I try playing Amazon music on another device, it won't allow it without a family account or something.If the dumb speaker groups would actually play, this wouldn't be an issue.I've researched forever and you'll find lots of reviews with these same syncing issues, you'd think Amazon would address it instead of just having them on sale all the time....arrrggg.PLEASE FIX THE SYNCING ISSUES AMAZON!!!",9
"October 15, 2018","the United States","5","I was a complete skeptic, paranoid, non believer...","When I first got it, She wouldn't do anything, you do have to use the app and go in and build her ""personality"". For the first couple of days I thought I was going to return it. Then I sat down with Alexa and the app and spent about 30 minutes going through all the functions and options.I am 47 years old, was diagnosed with a morbid case of diabetes when I was 45 and have been horrible about taking my insulin and checking my blood sugar on a consistent time line, which is crucial. So, I set reminders in Alexa to tell me ""its time to test your BG"", It is time for your short acting insulin (3 times a day) and at 11pm she reminds me to take my long acting insulin and Lisinipro for the evening.Because of Alexa reminding me, I have gotten my A1C down from 9 to 6.5. That is an invaluable feature for me.Then, one day, I had a song in my head and just said, ""Alexa, play ""Like a stone"" by Chris Cornell. And bam, she plays it. I do have the Amazon music subscription which I think you need in order for this to work but I have not been able to think of a song or artist that she cant find and play within seconds. My Chocolate lab ""Copper"" loves the song ""Baby Shark"" so I set a ""routine"" and all I have to say is ""Alexa, what does Copper like?"" and she jams Baby Shark for him while he bucks around the living room having a blast.I have been playing Trivia battle every single day. She makes lists for me so I don't forget things I need for work. She sets reminders for me so I don't forget appointments and other important things. You can say ""Alexa, set a reminder on March 15th that my brothers birthday is tomorrow, or a week from now, or, whatever you need.I learn something new that she does every day and went from one of those paranoid skeptics to a total believer. In fact, I got a second one for the living room and have them linked. She will read E-books to me while I work. I am a history buff and I can say, Alexa, tell me about Abraham Lincoln, and she will go on and on with just about any historical question or figure. She does math, she tells me what my weather is like currently and what it is going to be like through out the day.Honestly, I love this device, I have a white one and a black one, one is called Alexa and one is called Lexi (so you can drop in from room to room with music or conversation) Just the improvement in my health with the reminders she gives me has been a life saver, not to mention I don't forget things anymore because when I think of it, Ill set a reminder and Alexa and Lexi take care of it.I know a lot of people think ""oh, that thing records everything you say all day and it is an invasion of privacy"" well, that is incorrect because you can turn it off (red ring) and really so what if she listens to what me and my wife talk about... IF she is, all she hears is what we are thinking about eating for dinner, what's on Netflix or Amazon Prime video and us playing with our dog.I cant recommend this device enough, when I leave the house, I say ""Alexa, we are leaving"" and she has particular parameters that she listens for (breaking glass, doors getting smashed in) when we get home I say, Alexa, we are home and she says ""Okay, I will stop guarding the house for now.Get one and try it, you wont be sorry.",9
"October 15, 2018","the United States","5","Promotion makes it a steal.","Well, I'm sure like a lot of you recently, I got my echo 3rd Gen from the Amazon music promotion. It's my first smart device that's not my phone or TV. I've only had it a short time (about 2 weeks now?) but I've had lots of fun figuring it what I can do with this thing. I don't use it much now already but I'm glad to have it when I need it. It's mostly for music and the speaker sounds nice enough, but having it at full volume sounds pretty bad. Still, it hits a decent volume before the sound quality deteriorates. I'm not gonna complain though for getting it with the promotion, but had I paid full price, I would definitely mark it down some. I have an off brand portable shower speaker that I paid like 15 bucks for that blows it out of the water in terms of sound quality at high volume (plus being portable is a big bonus for the speaker). That being said, it's not going to leave that speaker, the echo has its place in my room and the speaker goes everywhere else. There's a lot I like personally and it by far outweighs my issues I have with it. The biggest one is more of a preference really, and that's the power supply. I wish it was just a USB cable of some kind, not the kinda bulky brick and old school proprietary connector thing. It feels sturdy, mic range is very good, it compliments other compatible devices nicely, and Alexa said we can get married when humans colonize Mars soon pretty happy with it overall.",9
"October 15, 2018","the United States","5","It works great, as advertised","So, there are not any instructions probably because all the new devices are coming up with their own apps and it would be impossible to keep up with them all and give explanations on how they should connect with the Alexa app. I have a new Samsung 42"" smart tv. It's smart app is called Smart Things. You are to connect it to their app then have Alexa connect to their app. It doesn't always work. She often looses the connection. I had AT&T and several plugs and some light bulbs couldn't find the internet. My signal is too weak in my house. They said I get a 6ghz signal I could max out my signal at 10 but it wouldn't produce a significant difference. So, I have switched to cable for the internet. Now, the signal can be found kind of. The changing of the network with Alexa is lacking in simplicity. It searches for ever even after I have found the name. It gives the device it's own network name that ""isn't connected to the internet"", and no explanation as to why that happens and what it's purpose is, so you can't help it along. I got it connected with shear luck. But, this morning I heard my husband tell Alexa to turn on the TV and she did nothing, but responded with OK. This is a learning process. I hope I become an expert soon. I have several other things I would like to make smart. We are starting off small. The plug that works practically seamlessly is Amazon Smart Plug. That review would say, it is too wide!! It takes up 3 plugs on a strip. I tried a set of Teckin Smart Plugs. They couldn't find the internet, I sent them back. I tried Wyze Bulbs, CNET recommended them. They couldn't connect to the internet either. I sent them back. Alexa couldn't find their apps to enable the connection. Whether it was because I couldn't get them connected to the internet, perhaps that was all the trouble. None of this stuff comes with any documentation for troubleshooting. Very frustrating. I am very patient. I can't imaging how I would tolerate any of this if I wasn't willing to play around with stuff for hours. Good Luck, I hope this helps.",9
"October 15, 2018","the United States","5","I love my Alexa","I had this product before and had to rebuy it. My wife and I were staying with some people and we used our Alexa everyday we were there. We use it to play music while we are getting ready, rain sounds while we are sleeping, or classical music for our dog Olivia when we are away. Anyway, this family we were staying with never used Alexa before. My wife decided to show them the device and their son really fell in love with it, he's one years old, and he is the reason I need another one. These people were so happy to see their son trying to say Alexa and watching him dance to different songs. My wife offered MY ALEXA to those people, and they accepted! I was so sad to leave her behind. Once we left, I would shout Alexa randomly in my own home and no one answered! I finally demanded that we get another one, so here we are. I will miss Alexa 1 dearly, moral of the story don't let babies near your prized possessions.",9
"October 15, 2018","the United States","5","Love the clock feature. Worth the upgrade. Sound is better than gen2.","Edited:I bought this to replace clock on my nightstand = less clutter. The form factor is perfect as an alarm clock replacement. I didn¡¯t buy to play music exclusively, so it wasn¡¯t going to be a deal breaker. I initially thought sound was muffled. I just found audio adjustment in app which helped a little. I¡¯m impressed with being able to fine tune.The adaptive brightness is a nice feature.Amazon, please allow adaptive to adjust to full brightness as it does when adaptive is turned off. I think the clock feature is worth the upgrade if you want to clear out that clunky alarm clock from last century.Update:Received a replacement echo dot as I had reported the sound was muddled. Amazon just sent the actual dot and not a new package, so I am hoping this is a brand new device and not reconditioned. The sound is much, much better. Almost like night and day. If I could guarantee I could get another dot that sounded this good, I¡¯d buy additional. The one issue is playing music from Pandora, the music will randomly stop and then restart maybe a minute later. This is not an issue when playing Amazon music.",9
"October 15, 2018","the United States","4","Useful Fun Flexible and Flawed","I purchased an Echo Dot for myself on Cyber Monday and received another one as an Xmas gift. I set them up at opposite ends of my house and created a multi-room user group for them. This gives me the flexibility to play each Dot separately or simultaneously depending on my activities and location. I use the Dots for news and weather updates and, of course, to play music from classical to classic rock. Last night I used my bedroom Dot to play sleep sounds and found the ""fan"" sound most helpful. Sometime during the night the Dot stopped playing the sleep sounds; I didn't notice because at that point I was indeed asleep.The sound quality of the Dot's speakers is surprisingly good although far short of audiophile quality. I use my old Harmon-Kardon Soundsticks with my living room Dot and have ordered an OontZ Angle 3 Ultra : Portable Bluetooth Speaker for my bedroom Dot.Despite my overall satisfaction with the Echo Dots I've experienced a few frustrations with music: 1) My Music list, composed of CDs I purchased on Amazon, contains only a fraction of the music I actually purchased since 1998; 2) My Music is not ""folded into"" Amazon Prime Music. If I want to play songs from My Music, I have to specify "" play such-and-such on My Music"" to Alexa; 3) If I request a song not available in Amazon Prime Music (I do not have Amazon Music Unlimited and have no intention of getting it; Prime is expensive enough), Alexa tries to upsell you to Amazon Music Unlimited every time and there's no apparent way to stop that or even interrupt Alexa during the upsell attempt; 4) When I try to play a song or artist on my FREE Spotify, Alexa plays a Spotify ""station"" based on that song or artist. For example, if I tell Alexa to play ""Hotel California"" by the Eagles on Spotify,"" Alexa plays a Hotel California station on Spotify that may or may not eventually play ""Hotel California"" or other songs by the Eagles. If I tell Alexa to play the Eagles on Spotify, Alexa plays an Eagles station on Spotify that may eventually play a song or two by the Eagles but will mostly play songs by other artists from the same general time period.Overall, the Echo Dot is lots of fun, can be useful depending on your preferences, and is great for music listening despite the flaws I listed.",9
"October 15, 2018","the United States","4","Ironically, everything except Alexa sounds good.","I'm not going to comment on all the wonderful features of this device. Everything seems to work well, except the sound of Alexa's voice. I have listened to a few voices on news feeds & Jimmy Kimmel jokes & the voices sound OK. Alexa, on the other hand sounds very muffled & chesty. I have treble & mid all the way up & bass all the way down trying to get rid of the tubby/muffled sound of her voice. EQ didn't help. In my opinion, this device should get the voice right first & foremost. I don't expect to play music through it with any fidelity, so it's primary purpose is to talk to me & Amazon got this wrong in their attempt to have it all. Hopefully this can be fixed with their tweaking her voice, or giving us alternative voices that are more intelligible. Disclaimer, I am an audiophile & am used to listening to high quality equipment. My expectations for the Echo Dot's sound quality was low, but I was surprised that the Alexa voice was so bad. I am extremely grateful that they included an audio out though. It's so ironic that Alexa's voice is so poorly implemented. Please give us a new voice or a better EQ. Thanks for that & all the other features. Well worth the money.Update: It's now February 2020 & Amazon has not provided any update to fix the intelligibility of Alexa. It would appear that Amazon Alexa team doesn't have the ability or interest to fix this. Blows my mind that they can get wrong something so fundamental & important to the design. A connected talking box that can't speak clearly.",9
"October 15, 2018","the United States","5","SO MUCH BETTER than the previous generaton dots.","I've had previous generation Echo Dot units around for a while now spread about the house. Basically they were used for additional voice input since they were next to useless for audio.The new (3rd) generation Dots are MUCH, MUCH better.- Audio that's totally usable as long as you're not trying to fill a large room with music- Still great mic pickup- Much better build quality- Much better, more tasteful appearance lookBasically, they're better enough that I replaced the last round with 3rd generation Dots throughout the house. If you've used or demoed a previous Dot and though ""eh, not really a great device... shame..."" then these are the dots for you.And if you're looking to get into the Alexa universe, YES, this is now a perfectly good standalone Alexa device<U+2014>no ""bigger"" Echo needed. For all tasks except perhaps as a primary music delivery system, a Dot is now absolutely good enough and fit for purpose to be a single Alexa device in your kitchen, office, bedroom, or whatever. Buy with confidence.",9
"October 15, 2018","the United States","5","Worth every penny","I've had several Echo Dots for a while, but last year my son took my living room dot to his room, so I finally decided to replace it. WOW! The sound quality and overall heft of the 3rd gen is leaps and bounds above gen 2! I'm seriously trying to decide if I should replace all our gen 2s with 3s because it is markedly better. The volume is louder, the sound richer and deeper, and the time it took to connect was much faster.All that said, if you're on the fence about getting one, let me tell you what a lifesaver they have been to my family. I easily juggle large meal prep with my multiple timers and quick conversions from Alexa while jamming to my customized cooking playlist. We all use the shopping list function - even my youngest knows when he's used the last of whatever he needs to tell it to Alexa so I can replace it. But the best perk of all has been seeing my 19 year old brain injury survivor utilize it to remind himself of... everything. She is his alarm when he needs to get up for an appointment, she reminds him to shower and put on clean clothes, she reminds him of appointments and activities, she even plays his favorite music and tells him jokes. But seriously, she has helped him start adulting, and that has been priceless!",9
"October 15, 2018","the United States","5","Almost perfect and better than I could've hoped...","Overall, a really great product, both in terms of hardware and software. I did my research and found the Amazon platform to be better in almost every area compared to the Googles choices. And you can't beat the price. I bought one for every room with the smart plug bundle. The sandstone us a nice grayish white color, the sound is very clear and no tinny noise when turned to max volume. Alexa understands most every voice command and is very customizable. The only thing is that sometimes when I'm in the living room and make a request, the Echo dot in the half bath near the living room will trigger instead. I wish there was a fix for this but I have yet to find it other than always shutting the bathroom door completely. It's honestly an rather growing nuisance. Amazon, any suggestions?That being said, I would not hesitate to highly recommend these to anyone. They are relatively easy to setup and anyone with some very basic network connectivity knowledge can do it. I liked them so much I bought a Dot and an Input for my parents and one for my in-laws. Also, as a side note, the Input made my TV soundbar a true joy! Turning a dumb speaker into a smart one was worth every penny and ten some. We rarely used that speaker until now, we use it daily. Thanks Amazon!",10
"October 15, 2018","the United States","1","UNABLE TO SETUP - USELESS","Doesn't work for me on Samsung Galaxy S8 phone using T-mobile...DO NOT BUY IF YOU HAVE THIS COMBO!!!!Went through the set-up multiple times. Each time I completed it, the App then directs you to enable the Free One Year subscription of FreeTime Unlimited. Each time I go through those steps and it asked to verify with a OTP (one time password) text and the text does not arrive. I prompted to re-send multiple times and nothing.When you kill the FreeTime setup the DOT setup is canceled.The DOT will not respond.I called amazon tech support.He asked me to confirm that the Alexa App has permission to send receive notifications. (I had already checked that but he made me re-check). Then he tells me I have to re-boot my phone. A convenient way to get rid of me. The second guy was useless. The third guy told me there was no reason to reboot. He tried to send me a text manually and it did not arrive. This tech told me there is a known issue with T-mobile blocking Amazon's texts. They recommended I call Tmobile.Well, I spent 30 minutes on the phone with T-mobile tech support. They turned off all the anti-spam filters that try and reduce all those Chinese spam calls and texts and guess what? ... it didn't work. IT STILL DOESN'T WORK.Roughly 1 out of 5 mobile phones in the US are T-mobile. You would think that Amazon would 1) set up their verification systems to be compatible, and 2) configure the set-up on these devices so that it is not 100% dependent upon a verification process tied to something completely separate.",10
"October 15, 2018","the United States","1","WiFi Support Limited up to ""N""!","I purchased 3 Amazon Echo Dot 3rd gen to use as an intercom and for entertainment around my home and I noticed immediately the Echo Dot has severe Wi-Fi COMPATIBILITY issues that are not so beyond average consumers:1) Wi-Fi support is advertised as 2.4 Ghz and 5 Ghz connectivity however the dot will not see 'AC' networks that I have set up. The 2.4 Ghz network still inadequate even though signal strength reports FULL. Checking Wi-Fi signal strength from the access point shows that the Echo Dot 3rd Gen has a signal quality of above 80% and even comparing superior, similar, and inferior devices with much lower signal strength and a much higher SNR (Signal to Noise Ratio) the Echo Dot is guaranteed to have issues. I am so astonished by the design of something that can't even stay connected as well as something with batteries!2) The Echo Dot 3rd Generation does not have a ""built-in"" battery for a""lightweight speaker"" and using the Alexa app for ""setting it up"" becomes a routine nuisance. It would be much better if voice prompts could be eliminated altogether and ""maybe if it just had lights""... must be the ULTRA COOL THERMODYNAMIC DESIGNIt can definitely keep your beer cold!",10
"October 15, 2018","the United States","5","Very valuable to my family.","This purchase was the start of something very special, lol. I have fallen in love with this technology and the ability to make my home a smart home. I have purchased two echo show 5¡¯s recently (one to replace my bedroom alarm clock and one as a gift) and more smart plugs. Alexa rarely disappoints.The echo dot is wonderful to have. It alerts me when my items are out for delivery and again when they are delivered (no more constant checking if the mail has been here, woohoo!), I can easily listen to the ¡°Flash briefing,¡± for local news and weather. This is a great feature since I cut cable and lost access to the local news channels. (My fire tv and two fire sticks help with that problem though as well!) You really can¡¯t go wrong with the echo dot as a starter Alexa/smart device. I will be purchasing more as gifts I am sure! My favorite feature is probably the ability to drop in and call/message/announce to other echo devices. It is very useful when communicating in a large, multi level house to my aging grandmother and disabled mother. They can¡¯t really navigate smart phones well, but the echo devices are pretty much idiot proof, lol.",10
"October 15, 2018","the United States","5","Excellent bedside addition","When your too tired to roll over to look at the clock. Sounds stupid until you realize all you have to to is ask Alexa. What's the time? What's the temperature? Set an alarm to wake up. Play that song that's stuck in my head this morning. No more fumbling with an alarm clock to snooze 10 more minutes. It's been awesome.",10
"October 15, 2018","the United States","4","Fuller Sound!","I¡¯ve had 2nd gen Dots for a few years. I love the new cloth design. The old covers were a bit ridiculous. Also a dust magnet.I¡¯m not going to be rough on a product I got for .99¡Ë. A promotion for signing up with Amazon Music Ul. I was ditching another service anyways.The speaker has a fuller and more immersive sound. Keep your expectations realistic. Music is more enjoyable and less tinny.Alexa falls flat. Not the service, but when she interacts. The voice sounds like she¡¯s underwater. Even worse if you have a slight echo. Picture the bathroom. Not a deal-breaker, but still annoying. I¡¯m more sensitive to tones with my blindness. Hopefully a correction for the next generation. Also, Google Mini doesn¡¯t suffer from this. Relatively similar in size.My REAL issue is the AC adapter. Who¡¯s brilliant idea was it to ditch the micro USB? Less intrusive over this monstrosity that plugs in. Not practical for areas like a bathroom. Certainly not dealing with a Johnny I¡¯ve design aesthetic. Yeah, I know it¡¯s a $50 product. Aesthetics bring a sense of zen into their respective placement.All said, an overall decent product. Which has a definite fuller sound.",10
"October 15, 2018","the United States","5","Its not bad for the money especially when given with plug.","I have it 5 stars as i like it a lot and now I depend on it. But let me tell you what I don't like about this product. Alexa will say things like, ""Hmm, I'm not sure how to help you with that."" Really?? I ask the exact same question word for word and Google Mini answers me correctly. Google also will give me exact weather conditions and numbers like it is sunny and 92 degrees outside, tonight expect a low of 65 degrees. Alexa says the same thing pretty much but the information is incorrect. She also says, ""I'm not sure what went wrong"" I talk to my family members and ""she"" starts playing music or says something ridiculous. I didn't even say hey Alexa or Alexa what time is it?? If I did then it is doing its job, if i am speaking to my kids about something I feel like it's listening to my conversations and then acting out on some ""keywords"" but guess what??? I have no idea what those key or important words that sets her off. Do you guys know because I sure don't.",10
"October 15, 2018","the United States","1","Disappointed and worried about the security issues","I bought these (several) because they were supposed to work with my Sonos to play Apple Music. I have invested heavily in Sonos, so I¡¯m stuck but I¡¯m increasingly frustrated by the app and difficulty of playing my music.The Echo will play Apple Music on its tiny little speaker but it STILL cannot play it on the connected Sonos. It keeps telling me that service is not supported.And, this part is the worst, when Alexa¡¯s internet brain is offline or slowed down, the error messages make you think you have screwed up. It¡¯s like, you have suddenly forgotten how Alexa works and haven¡¯t said things exactly right. Internet search for ¡°Is Alexa down¡± and you find out that it¡¯s not you, it¡¯s her.This happened right after I bought them I almost burned them in the fireplace.BTW, I bought Apple¡¯s HomePod when it was a hundred dollars on sale this Christmas, and at that price, it is totally worth it. It sounds great, set-up is far easier, Siri will set timers just fine, and control over my Hue lights etc is flawless. It synchronizes music with other HomePods and with the speakers you have plugged into your Apple TVs. (And Amazon has had some astounding privacy and security violations from Ring doorbell to Alexa laughing to recording hours of audio to send to unknown servers.) If you subscribe to AppleMusic the HomePod really the best choice.",10
"October 15, 2018","the United States","2","Great as stand-alone, poor for familes","Amazon's software engineers have clearly not considered family or multi-person households when designing the software for this device. I have spent close to 10 hours trying to fix what should have been a basic trouble-shooting matter: we have two kids on two kids echos. Each dot is registered to a different kid. Each kid has a Spotify account. It took forever to figure out how to have each Echo play different songs at the same time. Note: I wasn't trying to figure this out on my own, this was with the help of Amazon support both online and over the phone. 10 HOURS! And it still isn't at 100%--the Alexa app on my phone still says things that are not consistent with what is happening in each Echo Dot.Look, I understand this kind of thing is complicated to design. But, come on. Amazon is clearly pricing the Dots so that there can be multiple dots in a household. And there is usually more than one person per household. How could they not have considered ""musical multitasking"" in their testing?",10
"October 15, 2018","the United States","3","Works ok, sounds terrible...","This works just like any other Alexa type device and does an OK job of not knowing what you're talking about unless it's weather or music, but we're all pretty used to that. The three star rating is for the speaker. It sounds terrible. My daughter has a similar one and it too sounds horrible The speaker is muffled and has no high frequencies. I've asked Alexa to ""Turn up the treble"" and ""Turn down the Bass"" and she appears to do it. Doesn't help a bit.To get an idea of how the speaker may sound if you are thinking of buying one, remove a mono speaker from an old pickup truck (something from the early 60s), hook up some wires from a cheap stereo, wrap it up tightly in a small towel, insert the speaker and towel in a large Ziploc bag, and drop the entire thing into a 5 gallon bucket of water. Note that the truck speaker will sound slightly better but you'll get the idea. The strange thing is the Echo's speaker actually will sound decent if you hold it in your hand with the bottom facing out. This doesn't work if you place it upside down on a surface (I tried all sorts of different surfaces), only if you hold it in your hand. If you just want to hear Alexa's voice the built in speaker will suffice. But if you would like to listen to music on your Echo you should order an external speaker to go with it or prepare to be disappointed.",10
